reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards
"2022.3887","fruits and vegetables","food","Chlorpyrifos-methyl in oranges","04-07-2022 17:49:17","Belgium","alert notification","serious","Belgium,Luxembourg","Belgium,Luxembourg","Luxembourg,Spain","Belgium,Spain","Spain","chlorpyrifos-methyl  unauthorised substance"
"2022.3886","feed materials","feed","Salmonella in processed animal protein of poultry","04-07-2022 17:07:53","Slovenia","information notification for follow-up","not serious","Hungary","Hungary","","Hungary,Slovenia","Slovenia","Salmonella Agona "
"2022.3883","food contact materials","food contact material","too high level of 4,4 MDA and 2,4-TDA in plastic turner","04-07-2022 16:36:18","Denmark","information notification for follow-up","potential risk","Austria,Belgium,Czech Republic,Denmark,Faeroe Islands,France,Germany,Greece,Italy,Luxembourg,Netherlands,Spain,Sweden,Switzerland,United Kingdom","Germany","Austria,Belgium,Czech Republic,Denmark,France,Germany,Greece,Italy,Luxembourg,Netherlands,Spain,Sweden,Switzerland","Germany,Sweden","Germany",""
"2022.3882","feed materials","feed","Ruminant protein DNA in pork hemoglobin from Germany","04-07-2022 16:24:57","Poland","information notification for follow-up","undecided","Poland","Germany,Poland","Germany,Poland","Germany,Poland","Germany","DNA ruminant presence"
"2022.3880","fish and products thereof ","food","Rotura de la cadena de frío en caballas (Scomber colias) y sardinas (Sardina pilchardus) congeladas de  Marruecos. // Poor temperature control in frozen mackerel (Scomber colias) and sardines (Sardina pilchardus) from  Morocco.","04-07-2022 15:50:51","Spain","border rejection notification","not serious","","","","Morocco,Portugal,Spain","Morocco",""
"2022.3879","crustaceans and products thereof","food","Vibrio cholerae in frozen shrimps from Ecuador","04-07-2022 15:50:24","Spain","border rejection notification","serious","","","","Ecuador,Spain","Ecuador","Vibrio  "
"2022.3878","food additives and flavourings","food","Unauthorized use of additive E625 in flavourings from Ukraine and presence of heavy metals above maximum level in E120 from Ukraine.","04-07-2022 15:48:18","Spain","border rejection notification","undecided","","","","Spain,Ukraine","Ukraine",""
"2022.3876","meat and meat products (other than poultry)","food","Semicarbazide (SEM) in pork casings from China ","04-07-2022 14:58:25","Poland","information notification for attention","serious","Poland","","","China,Poland","China","semicarbazide (SEM)  "
"2022.3873","cereals and bakery products","food","Gluten detected in gluten-free granola","04-07-2022 13:01:31","Denmark","alert notification","serious","Norway","Denmark","Norway","Denmark,Norway","Denmark","gluten  traces"
"2022.3871","herbs and spices","food","Salmonella bareilly in Curry powder","04-07-2022 11:59:52","Finland","alert notification","serious","Aruba,Austria,Belgium,Bulgaria,Croatia,Czech Republic,Denmark,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Luxembourg,Malta,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,Switzerland","Austria,INFOSAN,Italy,Netherlands","Austria,Belgium,Bulgaria,Croatia,Czech Republic,Denmark,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Luxembourg,Malta,Netherlands,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,Switzerland","Finland,Italy,Netherlands,Romania,Spain,United Kingdom","India","Salmonella  enteritidis "
"2022.3870","feed materials","feed","Enterobacteriaceae in sheep meal from New Zealand","04-07-2022 11:45:26","Belgium","border rejection notification","not serious","","","","Belgium,New Zealand","New Zealand","Enterobacteriaceae  too high count"
"2022.3869","fruits and vegetables","food","Exceedance of the maximum residue level (MRL) for pesticides: dimethoate, bromopropylate, famoxadone, haloxyfop in dried strawberries","04-07-2022 11:41:09","Poland","border rejection notification","undecided","Poland","","","Iran,Poland","Iran","bromopropylate  ,dimethoate  ,famoxadone  ,haloxyfop  unauthorised substance"
"2022.3868","fats and oils","food","Penicillium spp. in organic coconut oil from Sri Lanka","04-07-2022 11:19:14","Netherlands","information notification for follow-up","undecided","Austria,Germany,Italy,Netherlands","Germany,INFOSAN","Austria,Germany,Italy","Germany,Netherlands,Sri Lanka","Sri Lanka","penicillium  "
"2022.3867","fruits and vegetables","food","Residues of the pesticide chlorpyrifos in oranges from Egypt","04-07-2022 11:14:35","Lithuania","information notification for attention","not serious","Lithuania","INFOSAN","","Egypt,Lithuania","Egypt","chlorpyrifos  "
"2022.3865","dietetic foods, food supplements and fortified foods","food","Food supplement with unauthorised novel food (Artemisia annua) from France","04-07-2022 10:02:37","Belgium","information notification for follow-up","undecided","Belgium,France","","","France,United Kingdom","France",""
"2022.3864","meat and meat products (other than poultry)","food","Chilled beef carcass used in smoked sausages from Lithuania with insufficient withdrawal period for veterinary medicine","04-07-2022 09:31:29","Lithuania","information notification for follow-up","undecided","Latvia,Lithuania,United Kingdom","","Latvia","Lithuania","",""
"2022.3863","cereals and bakery products","food","OchratoxinA in Indian Rice","04-07-2022 08:43:55","Netherlands","border rejection notification","serious","","","Netherlands","India,Netherlands","India","ochratoxin A  "
"2022.3858","fruits and vegetables","food","Chlorpyrifos-methyl in fresh grapefruits rio red from Turkey ","02-07-2022 19:15:37","Bulgaria","border rejection notification","undecided","","","","Bulgaria,Romania,Türkiye","Türkiye","chlorpyrifos-methyl  unauthorised substance"
"2022.3857","fruits and vegetables","food","Chlorpyrifos-methyl in FRESH PEPPER from Turkey ","02-07-2022 19:06:36","Bulgaria","border rejection notification","undecided","","","","Bulgaria,Germany,Türkiye","Türkiye","chlorpyrifos-methyl  unauthorised substance"
"2022.3856","fruits and vegetables","food","Acetamiprid in fresh pepper from Turkey ","02-07-2022 19:03:11","Bulgaria","border rejection notification","serious","","","","Bulgaria,Germany,Türkiye","Türkiye","acetamiprid  "
"2022.3855","poultry meat and poultry meat products","food","Salmonella enteritidis in poultry meat from Poland","01-07-2022 18:50:21","Netherlands","alert notification","serious","Belgium,Netherlands","","Belgium,Netherlands,Poland","Netherlands,Poland","Poland","Salmonella Enteritidis "
"2022.3854","nuts, nut products and seeds","food","aflatoxins in roasted and salted watermelon seeds from Turkey","01-07-2022 17:24:19","Germany","alert notification","serious","Austria,Germany","INFOSAN","Austria","Germany,Türkiye","Türkiye","Aflatoxin B1  ,aflatoxin total "
"2022.3853","non-alcoholic beverages","food contact material","risk of breakage of beer bottles from the Netherlands","01-07-2022 17:17:55","Netherlands","alert notification","serious","Aruba,Belgium,China,France,Germany,Hungary,Netherlands,Poland,Saint Martin,Switzerland,United Kingdom","Belgium,France,Germany,Hungary,INFOSAN,Netherlands,Poland,Switzerland","Belgium","Netherlands","Netherlands",""
"2022.3850","nuts, nut products and seeds","food","Salmonella spp. in tahini from Syria","01-07-2022 16:46:38","Germany","information notification for attention","serious","Germany","","","Germany,Syria","Syria","Salmonella spp  "
"2022.3849","meat and meat products (other than poultry)","food","Salmonella in frozen meat-dumplings \"Sibirskije\" from Latvia","01-07-2022 16:34:55","Lithuania","alert notification","serious","Estonia,Lithuania","Lithuania","Estonia,Latvia","Latvia,Lithuania","Latvia","Salmonella Coeln "
"2022.3848","fish and products thereof ","food","High levels of Mercury (Hg) in frozen swordfish from Spain","01-07-2022 16:28:34","Italy","alert notification","serious","","Italy,Spain","Spain","Italy,Spain","Spain","mercury  "
"2022.3846","poultry meat and poultry meat products","food","Salmonella Infantis in fresh boneless, skinless broiler meat from Poland","01-07-2022 16:22:04","Lithuania","information notification for attention","undecided","Estonia,Latvia,Lithuania","Poland","","Lithuania,Poland","Poland","Salmonella infantis "
"2022.3845","cereals and bakery products","food","Fumonisins in maize ","01-07-2022 16:20:16","Switzerland","alert notification","serious","Switzerland","","Switzerland","Italy,Switzerland","Italy","fumonisins  "
"2022.3844","cocoa and cocoa preparations, coffee and tea","food","Salmonella in chocolate products","01-07-2022 15:56:43","Belgium","alert notification","serious","Belgium,Denmark,France,Germany,Netherlands,Poland,Romania,Serbia,Spain,Sweden,United Kingdom","Belgium,Germany,INFOSAN","Croatia,Denmark,France,Germany,Hungary,Italy,Netherlands,Poland,Romania,Spain,Sweden","Belgium,Hungary,Italy,Netherlands","Belgium,Hungary",""
"2022.3840","prepared dishes and snacks","food","Tropane alkaloids in corn chips from Germany","01-07-2022 15:13:22","Germany","alert notification","undecided","Albania,Andorra,Austria,Bahrain,Belgium,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Morocco,Netherlands,Norway,Poland,Portugal,Republic of North Macedonia,Romania,Réunion,San Marino,Saudi Arabia,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Ukraine,United Arab Emirates,United Kingdom,United States,Åland Islands","Austria,Belgium,Croatia,Cyprus,Czech Republic,Denmark,Finland,France,Germany,Hungary,INFOSAN,Italy,Luxembourg,Netherlands,Poland,Portugal,Romania,Slovenia,Spain,Sweden,Switzerland","Austria,Belgium,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Netherlands,Norway,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,Switzerland","Austria,Belgium,Croatia,Czech Republic,Denmark,France,Germany,Greece,Hong Kong,Italy,Netherlands,Romania,Slovenia,Spain,Sweden,Switzerland","Belgium,France,Spain","atropine  "
"2022.3839","dietetic foods, food supplements and fortified foods","food","Doses of curcumin exceeding ADI and labeling deficiencies in food supplements from Switzerland","01-07-2022 14:12:36","Germany","information notification for follow-up","undecided","Germany","","","Germany,Switzerland","Switzerland","curcumin  too high intake"
"2022.3838","fruits and vegetables","food","Cadmium in Baby avocado from Peru.","01-07-2022 14:03:26","Netherlands","alert notification","serious","Belgium,Denmark,Germany,Ireland,Portugal,Spain","INFOSAN","Belgium,Denmark,Germany,Ireland,Portugal,Spain","Netherlands,Peru","Peru","cadmium  "
"2022.3836","cereals and bakery products","food","Unauthorised pesticide residue Tricyclazole in rice from Japan","01-07-2022 13:42:24","Finland","border rejection notification","serious","Finland","INFOSAN","","Finland,Japan","Japan","tricyclazole  unauthorised substance"
"2022.3835","cereals and bakery products","food","Too much Ochratoxin A in Flaked Torrefied Oats from United Kingdom","01-07-2022 13:17:51","Finland","border rejection notification","serious","Finland","INFOSAN","","Finland,United Kingdom","United Kingdom","ochratoxin A  "
"2022.3632","dietetic foods, food supplements and fortified foods","food","unauthorised novel food ingredient serrapeptase in food supplement","01-07-2022 11:49:15","Slovakia","information notification for follow-up","undecided","Czech Republic","Czech Republic,INFOSAN,Netherlands,Slovakia","","Czech Republic,Netherlands,United Kingdom,United States","United States",""
"2022.3831","fruits and vegetables","food","Depasire LMA pesticid chlorpirifos-methyl ( 0,052 mg/kg - ppm ) in grapefruit origine Turcia//Exceeding LMA pesticid chlorpirifos-methyl( 0,052 mg/kg - ppm ) in grapefruit Turkey","01-07-2022 11:34:58","Romania","alert notification","undecided","Romania","INFOSAN","","Poland,Romania,Türkiye","Türkiye","chlorpyrifos  unauthorised substance,chlorpyrifos-methyl  unauthorised substance"
"2022.3829","food contact materials","food contact material","Unauthorised use of bamboo fiber in melamine plates ","01-07-2022 11:09:29","Malta","border rejection notification","not serious","Malta,United Kingdom","","","Hong Kong,United Kingdom","Hong Kong",""
"2022.3705","fish and products thereof ","food","Poor temperature control in frozen sardina from Morocco","01-07-2022 09:51:43","Spain","border rejection notification","not serious","","","","Morocco,Spain","Morocco",""
"2022.3826","nuts, nut products and seeds","food","aflatoxin in Argentine groundnuts","01-07-2022 08:35:37","Netherlands","border rejection notification","serious","","","","Argentina,Netherlands","Argentina","Aflatoxin B1  ,aflatoxin total "
"2022.3825","cereals and bakery products","food","aflatoxin in Pakistan Rice","01-07-2022 08:16:29","Netherlands","border rejection notification","serious","","","","Netherlands,Pakistan","Pakistan","Aflatoxin B1  "
"2022.3824","nuts, nut products and seeds","food","aflatoxin in Argentine groundnuts","01-07-2022 08:08:07","Netherlands","border rejection notification","serious","","","","Argentina,Netherlands","Argentina","Aflatoxin B1  ,aflatoxin total "
"2022.3821","dietetic foods, food supplements and fortified foods","food","Food supplement with artemisinin (Artemisia annua) from the Netherlands","30-06-2022 17:27:48","Belgium","information notification for follow-up","undecided","Belgium,Netherlands","","Netherlands","Netherlands","Netherlands",""
"2022.3820","dietetic foods, food supplements and fortified foods","food","Food supplement with artemisinin (Artemisia annua) from Portugal, with multiple non-authorized medicinal claims","30-06-2022 17:27:23","Belgium","information notification for follow-up","potentially serious","Belgium,Luxembourg,Portugal","Luxembourg","Portugal","Luxembourg,Portugal","Portugal",""
"2022.3819","fruits and vegetables","food","High content of nitrite in fresh organic baby spinach from Italy","30-06-2022 17:23:15","Germany","information notification for attention","serious","Germany","Italy","","Germany,Italy","Italy","nitrite  too high content"
"2022.3817","dietetic foods, food supplements and fortified foods","food","Food supplements with a content of ASHWAGANDHA","30-06-2022 17:02:27","Denmark","information notification for follow-up","undecided","Denmark","","Netherlands","Netherlands","Netherlands",""
"2022.3816","other food product / mixed","food","wrong use-by date on tapas assortment","30-06-2022 16:48:21","Belgium","information notification for follow-up","undecided","Belgium,Luxembourg,Netherlands","","Luxembourg,Netherlands","Belgium","Belgium",""
"2022.3815","fruits and vegetables","food","Ochratoxin A (16,4 μg/kg - ppb) in raisins from Uzbekistan","30-06-2022 15:42:12","Latvia","information notification for attention","serious","Latvia","INFOSAN","","Latvia,Uzbekistan","Uzbekistan","ochratoxin A  "
"2022.3814","food additives and flavourings","food","Non-approved food additive Cannabidiol in CBD oil from Poland","30-06-2022 15:08:16","Lithuania","information notification for follow-up","undecided","Lithuania,Spain","","Lithuania,Poland,Spain","Lithuania,Poland","Poland",""
"2022.3812","feed materials","feed","Ethylene oxide in red pepper powder from Germany","30-06-2022 14:57:27","Belgium","information notification for follow-up","undecided","Austria,Belgium,Germany,United Kingdom","Austria,Germany","Germany","Belgium,China,Germany","China","ethylene oxide  "
"2022.3810","nuts, nut products and seeds","food","Aflatoxins in groundnuts in shell from Egipt ","30-06-2022 14:41:28","Poland","border rejection notification","serious","","","","Egypt,Poland,Ukraine","Egypt","Aflatoxin B1  ,aflatoxin total "
"2022.3807","herbs and spices","food","salmonella in Brazilian black pepper","30-06-2022 13:18:25","Netherlands","border rejection notification","serious","","","","Brazil,Netherlands","Brazil","Salmonella spp. "
"2022.3800","food contact materials","food contact material","Unauthorised use of bamboo in plastic cup from China","30-06-2022 10:47:54","Greece","border rejection notification","undecided","Greece","","","China,Greece","China",""
"2022.3798","cephalopods and products thereof","food","Seppia indopacifica decongelata - presenza di cadmio oltre i limiti/Cadmium in frozen cuttlefish (Sepia pharaonis) from Spain made with raw material from India","30-06-2022 09:46:33","Italy","information notification for attention","serious","Italy,Spain","INFOSAN,Spain","","India,Italy,Spain","India,Spain","cadmium  "
"2022.3797","other food product / mixed","food","Possible presence of fragments of a metallic foreign body in strozzapreti pasta // Possibile presenza di frammenti di corpo estraneo metallico per rottura attrezzatura di lavoro  ","30-06-2022 09:40:07","Italy","information notification for attention","serious","Italy,San Marino","INFOSAN","","Italy","",""
"2022.3794","cereals and bakery products","food","aflatoxin in Pakistan Rice","30-06-2022 08:42:16","Netherlands","border rejection notification","serious","","","","Netherlands,Pakistan","Pakistan","Aflatoxin B1  "
"2022.3790","poultry meat and poultry meat products","food","Detection of Salmonella in frozen poultry meat ","29-06-2022 17:32:52","France","alert notification","serious","France","France,Spain","Spain","France,Spain","Spain","Salmonella  enteritidis "
"2022.3789","fats and oils","food","Exceeding the MRL for benzo(a)pyrene in sunflower oil from Ukraine","29-06-2022 17:25:29","Lithuania","information notification for attention","serious","Lithuania","INFOSAN","","Lithuania,Ukraine","Ukraine","benzo(a)pyrene  "
"2022.3788","dietetic foods, food supplements and fortified foods","food","Food supplement with unauthorised novel food (a patented blend of cetyl myristate) from Poland","29-06-2022 17:08:47","Lithuania","information notification for follow-up","undecided","Lithuania,Poland","Lithuania,Netherlands","Poland","Lithuania,Poland,United States","United States",""
"2022.3787","cocoa and cocoa preparations, coffee and tea","food","Unauthorised novel food (Artemisia annua) in tea herbs from Hong Kong","29-06-2022 16:10:19","Belgium","information notification for attention","undecided","Belgium,Hong Kong","","","Hong Kong","Hong Kong",""
"2022.3786","food contact materials","food contact material","Optical brighteners in paper straws from China","29-06-2022 15:12:13","Germany","information notification for follow-up","not serious","Austria,Belgium,Bulgaria,Croatia,Czech Republic,France,Germany,Hungary,Italy,Kazakhstan,Liechtenstein,Netherlands,Poland,Romania,Russia,San Marino,Serbia,Slovakia,Slovenia,Spain,Switzerland,Ukraine","Finland,Germany,Hungary,Italy,Portugal,Slovakia,Slovenia,Switzerland","Austria,Belgium,Bulgaria,Croatia,Czech Republic,France,Hungary,Italy,Netherlands,Poland,Portugal,Romania,Spain","Austria,Germany,Italy","China",""
"2022.3785","dietetic foods, food supplements and fortified foods","food","absence of common health entry document (CHED) for food supplement from India","29-06-2022 14:15:19","Croatia","border rejection notification","undecided","Croatia","","","Croatia,India","India",""
"2022.3784","dietetic foods, food supplements and fortified foods","food","Food supplement with unauthorised novel food (Artemisia annua) from the Netherlands","29-06-2022 12:45:37","Belgium","information notification for follow-up","undecided","Belgium,Netherlands","Belgium","","Netherlands","Netherlands",""
"2022.3781","food contact materials","food contact material","Organoleptic changes in the water bottle","29-06-2022 11:47:24","Croatia","border rejection notification","not serious","Croatia","","","Croatia,Türkiye","Türkiye","organoleptic characteristics altered "
"2022.3777","dietetic foods, food supplements and fortified foods","food","Food supplement with unauthorised novel food (Artemisia annua) from the Netherlands","29-06-2022 11:28:49","Belgium","information notification for follow-up","undecided","Belgium,Netherlands","","Netherlands","Netherlands","Netherlands",""
"2022.3776","herbs and spices","food","Ethylene oxide in black pepper from India","29-06-2022 11:25:30","Denmark","border rejection notification","undecided","Denmark","INFOSAN","","Denmark,India","India","2-chloroethanol  "
"2022.3774","cereals and bakery products","food","Content of acrylamide above the achieving level in crackers ","29-06-2022 11:18:18","Slovenia","border rejection notification","not serious","Slovenia","","","Republic of North Macedonia,Slovenia","Republic of North Macedonia","acrylamide  high level"
"2022.3771","dietetic foods, food supplements and fortified foods","food","Food supplement with unauthorised novel food (Artemisia annua) from Poland","29-06-2022 10:33:32","Belgium","information notification for follow-up","undecided","Belgium,Poland","Belgium","Poland","Poland","Poland",""
"2022.3770","dietetic foods, food supplements and fortified foods","food","Food supplements with unauthorised novel food (Artemisia annua) from France","29-06-2022 10:26:41","Belgium","information notification for follow-up","undecided","Belgium,France","INFOSAN","France","France,United Kingdom","France",""
"2022.3769","dietetic foods, food supplements and fortified foods","food","Food supplement with unauthorised novel food (Artemisia annua) from the Netherlands and with medicinal claims","29-06-2022 10:25:06","Belgium","information notification for follow-up","undecided","Belgium,Netherlands","Belgium","Bulgaria,Germany,Netherlands","Bulgaria,Netherlands","United States",""
"2022.3767","other food product / mixed","food","foreign object in hash brown triangles","29-06-2022 09:51:30","Belgium","information notification for attention","serious","United Kingdom","INFOSAN","","Belgium,United Kingdom","Belgium",""
"2022.3765","fats and oils","food","3-MCPD in palm oil from Singapore","29-06-2022 07:31:55","Croatia","border rejection notification","not serious","Croatia","","","Croatia,Singapore","Singapore","3-monochlor-1,2-propanediol (3-MCPD)  "
"2022.3764","cereals and bakery products","food","Presence of gluten in rice flour with mention \"gluten free\"","28-06-2022 17:58:36","Belgium","alert notification","serious","Belgium,Netherlands","INFOSAN","Netherlands","Belgium,Netherlands,Türkiye","Türkiye","gluten  too high content"
"2022.3763","dietetic foods, food supplements and fortified foods","food","Unauthorized ingredients in food supplement from India via the Netherlands","28-06-2022 17:03:21","Poland","information notification for follow-up","undecided","Czech Republic,Italy,Lithuania,Poland,Slovenia","INFOSAN,Poland","Czech Republic,Italy,Lithuania,Slovenia","India,Netherlands,Poland","India",""
"2022.3762","cereals and bakery products","food","Pesticides residues in rice from India","28-06-2022 16:57:08","Belgium","information notification for attention","serious","Netherlands","Netherlands","","India,Netherlands","India","thiamethoxam  ,tricyclazole  unauthorised substance"
"2022.3761","feed materials","feed","ruminant DNA in fish feed from Spain","28-06-2022 16:32:53","Cyprus","information notification for follow-up","not serious","Cyprus","Cyprus","Spain","Cyprus,Spain","Spain","DNA ruminant presence"
"2022.3760","poultry meat and poultry meat products","food","doxycycline in chicken products from the Nederlands","28-06-2022 16:27:52","Netherlands","information notification for attention","undecided","France,Germany,Mozambique,Netherlands,Portugal,South Africa,United Kingdom","Belgium,France,Germany,INFOSAN,Netherlands,Portugal","Netherlands","Belgium,Germany,Netherlands","Belgium","doxycycline  residue level above MRL"
"2022.3759","fruits and vegetables","food","Exceeding Imazalil and Thiabendazole in truffle potato from France","28-06-2022 15:32:04","Netherlands","alert notification","serious","Germany,Netherlands","Netherlands","France,Germany","France,Netherlands","France","imazalil  ,thiabendazole  "
"2022.3758","cocoa and cocoa preparations, coffee and tea","food","Unauthorised novel food Artemisia annua in tea from Germany","28-06-2022 14:57:25","Germany","information notification for attention","undecided","","","","Germany","Germany",""
"2022.3755","feed materials","feed","Salmonella in dried porcine haemoglobin.","28-06-2022 12:30:56","Netherlands","border rejection notification","not serious","","","","Netherlands,Spain,United Kingdom","United Kingdom","Salmonella spp. "
"2022.3754","fruits and vegetables","food","Multi-Pesticide residues above the limits in fresh lychees from China","28-06-2022 12:19:40","Italy","information notification for attention","undecided","Italy","","","China,Italy","China","Azoxystrobin  ,buprofezin  ,chlorfenapyr  unauthorised substance,chlorpyrifos  unauthorised substance,clothianidin  ,dimethomorph  ,lambda-cyhalothrin  ,lufenuron  ,pesticide residues  ,propamocarb  "
"2022.3753","fruits and vegetables","food","Foreign bodies (glass fragments) in bamboo shoots from China","28-06-2022 11:33:51","Germany","information notification for attention","serious","Germany","INFOSAN","","China,Germany","China",""
"2022.3752","meat and meat products (other than poultry)","food","Lead in deer salami from Italy","28-06-2022 11:28:15","Austria","information notification for attention","undecided","Austria","Italy","","Austria,Italy","Italy","lead  "
"2022.3750","fruits and vegetables","food"," Exceeding MRL pesticides (Ethiprophos and Malathion) in watermelon Galia, origin Turkey ","28-06-2022 10:35:24","Romania","information notification for attention","undecided","Romania","INFOSAN","","Romania,Türkiye","Türkiye","pesticide residues  "
"2022.3747","nuts, nut products and seeds","food","Aflatoxins in pistachios","28-06-2022 06:36:31","Sweden","border rejection notification","serious","","","","Sweden,Türkiye","Türkiye","Aflatoxin B1  "
"2022.3746","fruits and vegetables","food","Pesticides residues in passion fruit from Colombia","27-06-2022 16:55:18","Belgium","alert notification","serious","Switzerland","INFOSAN","Switzerland","Colombia,Switzerland","Colombia","cypermethrin  ,dimethoate  ,imidacloprid  ,propamocarb  "
"2022.3744","fats and oils","food","Glycidol in sunflower oil","27-06-2022 15:32:09","Netherlands","alert notification","serious","Italy","Netherlands","Italy","Netherlands","","glycidyl esters  "
"2022.3740","cereals and bakery products","food","Maximum residue levels exceeded for thiamethoxam and tricyclazole in long-grain basmati rice from India","27-06-2022 12:20:25","Germany","information notification for follow-up","undecided","Italy","INFOSAN","Italy","Germany,India,Italy","India","thiamethoxam  ,tricyclazole  unauthorised substance"
"2022.3739","meat and meat products (other than poultry)","food","cadmium in horse meat from Romania","27-06-2022 12:03:26","Belgium","information notification for follow-up","undecided","Belgium","Belgium","Romania","Belgium,Romania","Romania","cadmium  "
"2022.3736","fruits and vegetables","food","fenbutatin oxide and chlorpyrifos methyl in in fresh lemons from Turkey ","27-06-2022 10:46:51","Bulgaria","border rejection notification","undecided","","Romania","","Bulgaria,Romania,Türkiye","Türkiye","chlorpyrifos-methyl  unauthorised substance,fenbutatin oxide  unauthorised substance"
"2022.3735","fruits and vegetables","food","PROCHLORAZ IN FRESH LEMONS FROM TURKEY","27-06-2022 10:45:15","Bulgaria","border rejection notification","serious","","","","Bulgaria,Türkiye","Türkiye","prochloraz  "
"2022.3734","fish and products thereof ","food","mercury in chilled yellowfin tuna (Thunnus albacares) loins in brine from France","27-06-2022 10:42:22","Italy","information notification for attention","serious","","France,Italy","","France,Italy","France","mercury  "
"2022.3731","fats and oils","food","3-MCPD in palm oil from Malasya","27-06-2022 09:54:15","Croatia","border rejection notification","not serious","Croatia","","","Croatia,Malaysia","Malaysia","3-monochlor-1,2-propanediol (3-MCPD)  "
"2022.3725","fruits and vegetables","food","Chlorpyrifos methyl  in fresh grapefruit from Turkey","26-06-2022 13:17:33","Bulgaria","border rejection notification","undecided","","Romania","","Bulgaria,Romania,Türkiye","Türkiye","chlorpyrifos-methyl  unauthorised substance"
"2022.3723","other food product / mixed","food","Senna Extract from India with Ethylene oxide residues","25-06-2022 11:28:36","Portugal","border rejection notification","serious","","","","India,Portugal,Spain","India","ethylene oxide  "
"2022.3720","cereals and bakery products","food","Wheat biscuit with soy from India infested with moulds ","24-06-2022 18:06:45","Germany","information notification for follow-up","not serious","Belgium,Germany","","Belgium","Germany,India","India","moulds  infested with"
"2022.3718","fruits and vegetables","food","Maximum levels of dimethoate and omethoate exceeded in guavas from Egypt","24-06-2022 17:11:47","Germany","information notification for follow-up","undecided","Germany","","","Egypt,Germany","Egypt","dimethoate  ,omethoate  "
"2022.3717","milk and milk products","food contact material","Elevated Bisphenol A (3.727 mg/kg) detected in feta cheese ","24-06-2022 16:46:56","Ireland","alert notification","serious","","Greece,Ireland","","Greece,Ireland","Greece","bisphenol A high content of "
"2022.3716","milk and milk products","food","E. coli in cheese product from France (presumably not on the market)","24-06-2022 16:26:49","Denmark","information notification for attention","serious","Denmark","","","Denmark,France","France",""
"2022.3715","bivalve molluscs and products thereof","food","Presence of cadmium detected in mussels","24-06-2022 16:24:24","France","information notification for attention","serious","France","INFOSAN","","Chile,France","Chile","cadmium  "
"2022.3713","prepared dishes and snacks","food","Instability of sterilized can of Cassoulet ","24-06-2022 16:06:47","France","information notification for attention","undecided","Côte d'Ivoire,Gabon,Sint Maarten","INFOSAN","","France","France",""
"2022.3712","fish and products thereof ","food","High levels of Mercury (Hg) in frozen swordfish","24-06-2022 15:31:05","Italy","alert notification","serious","","","Italy,Spain","Italy,Spain","Spain","mercury  "
"2022.3711","fish and products thereof ","food","Too high level of Mercury in grouper fish","24-06-2022 15:09:09","France","information notification for attention","serious","France","INFOSAN","France","France,Kenya","Kenya","mercury  "
"2022.3710","poultry meat and poultry meat products","food","Salmonella typhimurium in turkey meat from Poland","24-06-2022 14:35:43","Belgium","information notification for attention","not serious","Belgium,Netherlands","Belgium,Netherlands,Poland","","Belgium,Poland","Poland","Salmonella typhimurium monophasic (4, 5:i:-) "
"2022.3709","cephalopods and products thereof","food","Rotura de la cadena de frío en caballa (Scomber colias) congelada de Marruecos. // Poor temperature control in frozen mackerel (Scomber colias) from Morocco.","24-06-2022 14:22:09","Spain","border rejection notification","not serious","","","","Morocco,Spain","Morocco",""
"2022.3708","fruits and vegetables","food","Presence of 14 pesticides unauthorized or above the mrls in pickled grapevine leaves from Egypt","24-06-2022 13:55:54","Cyprus","border rejection notification","undecided","Cyprus","","","Cyprus,Egypt","Egypt","Azoxystrobin  ,boscalid  ,carbendazim  unauthorised substance,chlorpyrifos  unauthorised substance,cyfluthrin  ,difenoconazole  ,dimethomorph  ,fenpropathrin  ,fenpyroximate   ,imidacloprid  ,lambda-cyhalothrin  ,lufenuron  ,propiconazole  ,tebuconazole  "
"2022.3702","meat and meat products (other than poultry)","food","Cadmium above the maximum limit allowed in horse kidneys from Romania","24-06-2022 09:27:36","Romania","information notification for attention","serious","","Italy","","Italy,Romania","Romania","cadmium  "
