reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards
"2023.3774","cereals and bakery products","food","unauthorized pesticide residue (Chlorpyrifos ethil) in rice from Pakistan","06-06-2023 12:38:34","Italy","border rejection notification","potentially serious","","","","Italy,Pakistan","Pakistan","chlorpyriphos-ethyl  "
"2023.3773","feed materials","feed","mould in feed material from Ukraine","06-06-2023 12:24:15","Poland","border rejection notification","not serious","Poland","Ukraine","","Poland,Ukraine","Ukraine",""
"2023.3768","other food product / mixed","food","pirolizidine alkaloids in Chamomile tea from Poland ","06-06-2023 10:47:54","Poland","information notification for follow-up","not serious","Germany,Sweden","Poland","Germany,Sweden","Poland","Poland","pyrrolizidine alkaloids  "
"2023.3767","feed materials","feed","post-extraction sunflower meal - presence of mold","06-06-2023 10:26:20","Poland","border rejection notification","not serious","","Ukraine","","Poland,Ukraine","Ukraine","moulds  infested with"
"2023.3765","fruits and vegetables","food","prochloraz in fresh lemons - lamas from Turkey ","06-06-2023 09:52:56","Bulgaria","border rejection notification","serious","","","","Bulgaria,Romania,Türkiye","Türkiye","prochloraz  "
"2023.3763","fruits and vegetables","food","aflatoxins in dried figs from Turkey ","06-06-2023 09:50:07","Bulgaria","border rejection notification","serious","","","","Bulgaria,Romania,Türkiye","Türkiye","Aflatoxin B1  ,aflatoxin total "
"2023.3761","prepared dishes and snacks","food","Foreign bodies (metal) in vegetable fritters from the Netherlands, via Germany","05-06-2023 17:44:57","Germany","alert notification","serious","Austria,Belgium,Croatia,Germany,Hungary,Ireland,Italy,Slovakia,Slovenia,Sweden","","Austria,Belgium,Croatia,Hungary,Ireland,Italy,Netherlands,Slovakia,Slovenia,Sweden","Germany,Netherlands","Netherlands",""
"2023.3760","herbs and spices","food","Benzo(a)pyrene and polycyclic aromatic hydrocarbons in cinnamon from Germany","05-06-2023 17:40:32","Austria","alert notification","serious","Austria,Croatia","","Croatia,Germany","Austria,Croatia,Germany","Germany","polycyclic aromatic hydrocarbons sum of "
"2023.3759","poultry meat and poultry meat products","food","Temperature failure in chilled chicken breast from Ukraine","05-06-2023 17:26:34","Hungary","border rejection notification","potential risk","Netherlands,Ukraine","Ukraine","","Netherlands,Ukraine","Ukraine",""
"2023.3758","poultry meat and poultry meat products","food","Temperature failure in chilled chicken breast from Ukraine","05-06-2023 17:18:33","Hungary","border rejection notification","potential risk","Netherlands","Ukraine","","Netherlands,Ukraine","Ukraine",""
"2023.3755","poultry meat and poultry meat products","food","Salmonella detected in chicken preparations","05-06-2023 16:11:24","France","alert notification","serious","France","France","Germany","France,Germany","Germany",""
"2023.3753","fruits and vegetables","food","aflatoxin in dates from Tunisia","05-06-2023 15:59:57","Belgium","information notification for attention","serious","Belgium","INFOSAN","","Belgium,Germany,Tunisia","Tunisia","Aflatoxin B1  "
"2023.3751","feed materials","feed","mould in feed material- corn from UA","05-06-2023 14:09:29","Poland","border rejection notification","not serious","","Ukraine","","Lithuania,Poland,Ukraine","Ukraine","moulds  infested with"
"2023.3750","feed materials","feed","Mould in post-extraction sunflower meal from Ukraine","05-06-2023 13:58:22","Poland","border rejection notification","not serious","Poland","","","Poland,Ukraine","Ukraine","moulds  infested with"
"2023.3749","confectionery","food","cake decorations, E 132, sum (E 131 + E 132 +  E 133)","05-06-2023 13:50:56","Slovenia","border rejection notification","not serious","","Serbia,Slovenia","Serbia","Serbia,Slovenia","Serbia","colour E 132 - indigotine /  indigo carmine too high content"
"2023.3747","other food product / mixed","food","Listeria Monocytogenes in vitello tonnato - preparazione gastronomica/Listeria Monocytogenes in veal with tuna sauce - gastronomic preparation from Italy","05-06-2023 12:00:14","Italy","alert notification","serious","Austria,Germany,Italy","Austria,Germany,Italy","Austria,Germany","Italy","Italy",""
"2023.3746","fruits and vegetables","food","Spirodiclofen in crushed frozen raspberries from Ukraine","05-06-2023 11:43:12","Poland","border rejection notification","potentially serious","Poland","Poland","Ukraine","Poland,Ukraine","Ukraine",""
"2023.3743","fruits and vegetables","food","fosthiazate and tebufenpyrad in fresh pepper from Turkey ","05-06-2023 10:30:20","Bulgaria","border rejection notification","serious","","","","Bulgaria,Germany,Türkiye","Türkiye","fosthiazate  ,tebufenpyrad  "
"2023.3742","fruits and vegetables","food","mycotoxins in dried figs lerida from Turkey ","05-06-2023 10:28:48","Bulgaria","border rejection notification","serious","","","","Bulgaria,Netherlands,Türkiye","Türkiye","Aflatoxin  "
"2023.3739","food contact materials","food contact material","Migration of 3-monochlor-1,2-propanediol (3-MCPD) in paper muffin tins from the Netherlands","05-06-2023 09:52:17","Germany","information notification for follow-up","not serious","Czech Republic,Germany","Czech Republic,Germany","Netherlands,Poland","Germany,Netherlands,Poland","Netherlands","3-monochlor-1,2-propanediol (3-MCPD)  migration"
"2023.3734","fish and products thereof ","food","Histamine in canned anchovies from Spain","02-06-2023 17:18:56","Spain","alert notification","serious","Australia,Austria,Belgium,Dominican Republic,Germany,Israel,Japan,Netherlands,Norway,Philippines,Poland,Singapore,Spain,United Kingdom","INFOSAN,Philippines","Austria,Belgium,Germany,Netherlands,Norway,Poland","Australia,Austria,Netherlands,Peru,Spain","Peru,Spain","histamine  "
"2023.3733","poultry meat and poultry meat products","food","Foreign body (piece of plastic) in chicken thigh meat without skin ","02-06-2023 16:51:52","Estonia","information notification for attention","potential risk","Estonia","","Latvia","Estonia,Latvia","Latvia",""
"2023.3732","fats and oils","food","Suspicion of Salmonella spp in organic sesame oil from Germany","02-06-2023 16:51:10","Germany","information notification for follow-up","potential risk","Switzerland","","","Germany,Switzerland","Germany",""
"2023.3731","fruits and vegetables","food","Ochratoxin A in organic sultanas from Uzbekistan, via Turkey","02-06-2023 16:28:10","Germany","information notification for attention","not serious","Germany","","","Germany,Türkiye","Uzbekistan","ochratoxin A  "
"2023.3730","pet food","other","Exceeded parameter for Enterobacteriaceae in petfood","02-06-2023 16:16:09","Belgium","border rejection notification","not serious","","","","Belgium,Spain,United Kingdom","United Kingdom","Enterobacteriaceae  too high count"
"2023.3729","confectionery","food","Salmonella spp. in helva from Turkey","02-06-2023 16:10:56","Germany","alert notification","serious","Austria,Germany","","Austria","Germany,Türkiye","Türkiye","Salmonella  "
"2023.3728","meat and meat products (other than poultry)","food","detection of listeria on ham ","02-06-2023 16:03:32","France","information notification for follow-up","potentially serious","France","Italy","Italy","France,Italy","Italy","Listeria monocytogenes "
"2023.3727","fruits and vegetables","food","Pesticide residues in durian from Vietnam","02-06-2023 15:32:35","Germany","information notification for attention","potentially serious","Czech Republic","INFOSAN","Vietnam","Czech Republic,Vietnam","Vietnam","acetamiprid  ,carbendazim  ,profenofos  unauthorised substance"
"2023.3487","food contact materials","food contact material","Nickle leakage in teapot from China","02-06-2023 15:11:47","Germany","alert notification","serious","Belgium,France,Italy,Martinique","INFOSAN","France,Italy","Belgium,China,Germany","China","nickel  migration"
"2023.3726","food contact materials","food contact material","global migration above legal level in nitrile gloves from Hong Kong","02-06-2023 15:08:48","Italy","information notification for attention","not serious","Italy","","Italy","Hong Kong,Italy","Hong Kong","migration overall too high level -"
"2023.3725","milk and milk products","food","Lysteria monocytogenes in goat cheese","02-06-2023 15:03:30","Slovenia","alert notification","serious","Slovenia","Slovenia","Greece","Greece,Slovenia","Greece","Listeria monocytogenes "
"2023.3724","dietetic foods, food supplements and fortified foods","food","Unauthorized substances (Yohimbine and Ephedra) in food supplements on web shop from India","02-06-2023 15:01:19","Belgium","information notification for attention","serious","Belgium,India","INFOSAN","India","India","India",""
"2023.3723","fats and oils","food","Przekroczenie NDP pozostałości pestycydów (chloropiryfos ) w oleju słonecznikowym surowym importowanym z Ukrainy/Exceeding the MRL for pesticide residues (chlorpyrifos) in crude sunflower oil imported from Ukraine","02-06-2023 15:01:15","Poland","border rejection notification","potentially serious","","Ukraine","","Poland,Ukraine","Ukraine","chlorpyrifos  "
"2023.3722","bivalve molluscs and products thereof","food","Norovirus genogroup I and II in japanese clam from Italy","02-06-2023 14:47:56","Spain","information notification for attention","potentially serious","Spain","Italy","","Italy,Spain","Italy","norovirus  "
"2023.3721","bivalve molluscs and products thereof","food","Escherichia coli in clams (chamelea gallina) from Italy","02-06-2023 14:21:26","Spain","information notification for attention","serious","Spain","Italy","","Spain","Italy","Escherichia coli  high count"
"2023.3718","fruits and vegetables","food","Too much Ochratoxin A in dried figs from Türkiye","02-06-2023 12:51:16","Finland","border rejection notification","serious","Finland","","","Finland,Türkiye","Türkiye","ochratoxin A  "
"2023.3715","fruits and vegetables","food","Copper and lead in asparagus from Spain","02-06-2023 12:27:24","Switzerland","information notification for attention","serious","","Spain,Switzerland","","Spain,Switzerland","Spain","copper  ,lead  "
"2023.3712","fruits and vegetables","food","Sulfur dioxide in pickled garlic","02-06-2023 11:28:41","Denmark","information notification for follow-up","not serious","Denmark,Germany","INFOSAN","Denmark,Germany","Denmark,Germany,Türkiye","Türkiye","E220- sulfur dioxide  too high content"
"2023.3709","crustaceans and products thereof","food","Shrimps (Litopenaeus vannamei) - Vibrio parahaemolyticus","02-06-2023 09:56:10","Poland","border rejection notification","potentially serious","","","","Ecuador,Poland","Ecuador","Vibrio parahaemolyticus "
"2023.3704","nuts, nut products and seeds","food","Presence of aflatoxins above legal limits in pistachios in shell from Iran","01-06-2023 20:10:35","Italy","border rejection notification","serious","Italy","","","Iran,Italy","Iran","Aflatoxin B1  ,aflatoxin total "
"2023.3703","dietetic foods, food supplements and fortified foods","food","Unauthorised novel food (coriolus versicolor) in food supplements from Spain","01-06-2023 17:56:53","Spain","information notification for follow-up","potential risk","Andorra,Belgium,Spain","INFOSAN","Belgium","Spain","Spain",""
"2023.3702","fruits and vegetables","plants, plant products and other objects"," 0.23 mg/kg Lambda-Cyhalothrin in peppers from Uganda","01-06-2023 16:35:10","Switzerland","border rejection notification","serious","","INFOSAN","","Switzerland,Uganda","Uganda","lambda-cyhalothrin  "
"2023.3701","bivalve molluscs and products thereof","food","Norovirus types I and II in clams (Chamelea gallina) from Italy","01-06-2023 16:16:59","Spain","information notification for attention","potentially serious","Spain","Italy","","Italy,Spain","Italy","norovirus  "
"2023.3699","feed additives","feed","Lead exceedance in supplementary fee for animals","01-06-2023 15:59:01","France","alert notification","serious","France","France","","Czech Republic,France","Czech Republic",""
"2023.3698","prepared dishes and snacks","food","Piece of glass in sardine terrines","01-06-2023 15:44:58","France","alert notification","potential risk","Belgium,France","","Belgium","Belgium,France","France",""
"2023.3697","feed materials","feed","Salmonella Senftenberg in soybean cake from Ukraine","01-06-2023 15:24:30","Poland","information notification for attention","potential risk","Poland","Ukraine","","Poland,Ukraine","Ukraine","Salmonella Senftenberg "
"2023.3696","crustaceans and products thereof","food","too high content of sulphite  in chilled cooked shrimps (Penaeus vannamei) from Spain","01-06-2023 15:18:15","Portugal","information notification for attention","potential risk","Spain","Portugal,Spain","","Ecuador,Portugal,Spain","Spain","sulphite  too high content"
"2023.3695","poultry meat and poultry meat products","food","Salmonella Enteritidis and Salmonella group C1 in chicken breast fillet from Poland","01-06-2023 15:12:57","Poland","information notification for attention","serious","Netherlands","Netherlands,Poland","","Poland","Poland","Salmonela enteritidis ,Salmonella group C1 "
"2023.3694","other food product / mixed","food","Cadmium above the limits in organic cocoa powder from Italy","01-06-2023 15:12:09","Italy","alert notification","serious","Italy,Malta,San Marino,Slovenia,Switzerland","INFOSAN,Italy","Malta,Slovenia,Switzerland","Italy","Italy","cadmium  "
"2023.3693","fats and oils","food","Too high content of erucic acid in mustard oil from Bangladesh, via the Netherlands","01-06-2023 15:08:50","Germany","alert notification","potential risk","Germany","","Netherlands","Germany,Netherlands","Bangladesh","erucic acid  too high content"
"2023.3692","dietetic foods, food supplements and fortified foods","food","Risk of overdose of nicotinic acid by consuming food supplement from Germany, manufactured with raw material from France","01-06-2023 15:01:46","Germany","alert notification","serious","Austria,Belgium,Bulgaria,Cyprus,France,Germany,Luxembourg,Montenegro,Netherlands,Portugal,Romania,Switzerland","Belgium,France,INFOSAN,Netherlands,Switzerland","Austria,Belgium,Bulgaria,Cyprus,France,Germany,Luxembourg,Netherlands,Portugal,Romania,Switzerland","France,Germany,Netherlands","France,Germany","nicotinic acid  risk of overdosage"
"2023.3690","compound feeds","feed","Unauthorised feed additives/ feed materials in complementary feed for cats and dogs","01-06-2023 14:49:31","Cyprus","information notification for attention","potential risk","Cyprus,Greece","Greece","Greece","Greece,United Kingdom","Greece",""
"2023.3688","meat and meat products (other than poultry)","food","Listeria monocytogenes in raw sausage from Slovakia","01-06-2023 14:33:48","Austria","information notification for attention","serious","Austria","Austria,Slovakia","","Austria,Slovakia","Slovakia","Listeria monocytogenes "
"2023.3687","poultry meat and poultry meat products","food","Salmonella Paratyphi B in frozen chicken mince from Netherlands","01-06-2023 14:17:37","Italy","alert notification","serious","Italy","Italy,Netherlands","Netherlands","Italy,Netherlands","Netherlands","Salmonella paratyphi b "
"2023.3682","dietetic foods, food supplements and fortified foods","food","Unauthorized substance (Yohimbe) in food supplement on web shop from United States","01-06-2023 12:55:47","Belgium","information notification for attention","serious","Belgium,United States","INFOSAN","United States","United States","United States",""
"2023.3681","prepared dishes and snacks","food","Undeclared allergen mollusk in Mihoen from the Netherlands","01-06-2023 12:54:12","Netherlands","alert notification","serious","Belgium","","Belgium","Netherlands","Netherlands",""
"2023.3679","confectionery","food","Unauthorised use of colour E 171 (titanium dioxide) in candies from Hong Kong, via UK.","01-06-2023 12:11:26","Finland","border rejection notification","potentially serious","Finland","","Hong Kong","Finland,Hong Kong,United Kingdom","Hong Kong","colour E 171 - titanium dioxide unauthorised use"
"2023.3678","poultry meat and poultry meat products","food","Salmonella in chicken meat preparation","01-06-2023 11:29:40","Netherlands","border rejection notification","serious","","Netherlands","Germany","Netherlands,Thailand","Thailand","Salmonella spp  "
"2023.3675","fruits and vegetables","food","Acetamiprid  in fresh Pepper from Turkey ","01-06-2023 10:13:11","Bulgaria","border rejection notification","serious","","","","Bulgaria,Romania,Türkiye","Türkiye","acetamiprid  "
"2023.3670","compound feeds","feed","Increased content of selenium in complete feed for broilers from Lithuania","01-06-2023 09:33:32","Lithuania","information notification for follow-up","potential risk","Estonia,Latvia,Lithuania","Lithuania","Estonia,Latvia","Lithuania","Lithuania","selenium  high content"
"2023.3668","fruits and vegetables","food","acetamiprid in fresh pepper bianka from Turkey ","01-06-2023 09:28:15","Bulgaria","border rejection notification","serious","","","","Bulgaria,Türkiye","Türkiye","acetamiprid  "
"2023.3666","other food product / mixed","food","poor traceability records for and absence of labelling on various food products from Moldova ","01-06-2023 09:17:40","European Commission","border rejection notification","serious","Ireland,Northern Ireland","Moldova,Northern Ireland","Moldova","Moldova","Moldova",""
"2023.3659","dietetic foods, food supplements and fortified foods","food","Unauthorised use of colour E 171 - titanium dioxide in food supplement from Sweden","31-05-2023 17:52:11","Finland","information notification for follow-up","potentially serious","Finland","","Sweden","Finland,Sweden","Sweden","colour E 171 - titanium dioxide unauthorised use"
"2023.3658","dietetic foods, food supplements and fortified foods","food","Unauthorized substance (Yohimbine) in food supplements on web shop from United States","31-05-2023 17:28:28","Belgium","information notification for attention","serious","Belgium,United States","INFOSAN","United States","United States","United States",""
"2023.3657","meat and meat products (other than poultry)","food","Listeria monocytogenes in smoked Ribeye carpacio from the Netherlands","31-05-2023 17:23:10","Netherlands","alert notification","serious","Belgium,Netherlands","","Belgium","Netherlands","Netherlands","Listeria monocytogenes "
"2023.3656","dietetic foods, food supplements and fortified foods","food","Unauthorized substance (Yohimbe) in food supplements on web shop from United States","31-05-2023 17:02:11","Belgium","information notification for follow-up","serious","Belgium,United States","INFOSAN,Sweden","United States","Bulgaria,Netherlands,United Kingdom,United States","United States",""
"2023.3655","soups, broths, sauces and condiments","food","Allergen sulphite not declared on Bearnaise extract and onion confiture from Belgium","31-05-2023 16:57:18","Netherlands","alert notification","serious","Belgium,Germany,Netherlands,Poland,Spain,United States","Belgium,INFOSAN,Netherlands","Belgium,Germany,Poland,Spain","Belgium,Netherlands","Belgium",""
"2023.3653","dietetic foods, food supplements and fortified foods","food","Unauthorized substances (Yohimbine, DMAA, DMHA) in food supplements on web shop from United Kingdom","31-05-2023 16:52:49","Belgium","information notification for attention","serious","Belgium,United Kingdom","INFOSAN","United Kingdom","United Kingdom","United Kingdom",""
"2023.3652","meat and meat products (other than poultry)","food","Salmonella typhimurium in chilled marinated pork collar steak from Poland","31-05-2023 16:29:27","Czech Republic","information notification for attention","serious","Czech Republic","Poland","","Czech Republic,Poland","Poland","Salmonella typhimurium monophasic "
"2023.3651","feed materials","feed","Aflatoxin in maize from Croatia","31-05-2023 16:26:05","Slovenia","alert notification","serious","Italy,Slovenia","","Croatia,Italy,Slovenia","Croatia,Italy,Slovenia","Croatia","Aflatoxin B1  "
"2023.3650","compound feeds","feed","Salmonella spp. in supplement feed for dogs and cats from Germany","31-05-2023 16:22:46","Germany","alert notification","serious","Austria,Czech Republic,France,Italy,Lithuania,Netherlands,Poland,Serbia,Slovenia,United States","Germany,INFOSAN","Austria,Czech Republic,France,Italy,Lithuania,Netherlands,Poland,Slovenia","Germany","Germany","Salmonella  "
"2023.3649","nuts, nut products and seeds","food","Aflatoxin B1 in U.S.A. peanuts","31-05-2023 16:03:45","Netherlands","border rejection notification","serious","","","","Netherlands,United States","United States","Aflatoxin B1  "
"2023.3648","feed materials","feed","mould in feed material from Ukraine","31-05-2023 15:42:47","Poland","border rejection notification","not serious","Poland","INFOSAN","","Poland,Ukraine","Ukraine",""
"2023.3647","food contact materials","food contact material","Migration of acrylonitrile (0,05 mg/kg) and overall migration (75,6 mg/dm2) from bottle with filter originating from China","31-05-2023 15:07:16","Poland","border rejection notification","potentially serious","","","","China,Poland,United States","China",""
"2023.3645","nuts, nut products and seeds","food","Aflatoxins and unauthorized coloring agents yellow orange S (E 110) and cochineal red A (E 124) in roasted red melon seeds from Syria, via the Netherlands","31-05-2023 14:52:50","Germany","alert notification","serious","Germany,Netherlands","INFOSAN","Austria,Germany,Syria","Germany,Netherlands,Türkiye","Syria","Aflatoxin  ,colour E 110 - Sunset Yellow FCF unauthorised use,colour E 124 - Ponceau 4R / cochineal red A unauthorised use"
"2023.3644","dietetic foods, food supplements and fortified foods","food","Unauthorized substance (Yohimbine) in food supplements on web shop from United States","31-05-2023 14:41:57","Belgium","information notification for attention","serious","Belgium,United States","INFOSAN","","United States","United States",""
"2023.3640","feed materials","feed","post-extraction meal sunflower presence of mould","31-05-2023 13:43:23","Poland","border rejection notification","not serious","Poland","Ukraine","","Poland,Ukraine","Ukraine","moulds  infested with"
"2023.3639","nuts, nut products and seeds","food","SESAME SEEDS FROM NIGERIA WITH ABSENCE OF ORIGINAL CERTIFCATES","31-05-2023 13:32:26","Greece","border rejection notification","potential risk","","","Nigeria","Greece,Nigeria","Nigeria",""
"2023.3638","nuts, nut products and seeds","food","SESAME SEEDS FROM NIGERIA WITH ABSENCE OF ORIGINAL CERTIFCATES","31-05-2023 13:29:31","Greece","border rejection notification","potential risk","","","Nigeria","Greece,Nigeria","Nigeria",""
"2023.3637","nuts, nut products and seeds","food","SESAME SEEDS FROM SUDAN WITH ABSENCE OF ORIGINAL CERTIFCATES","31-05-2023 13:25:49","Greece","border rejection notification","potential risk","","","Sudan","Greece,Sudan","Sudan",""
"2023.3636","nuts, nut products and seeds","food","SESAME SEEDS FROM SUDAN WITH ABSENCE OF ORIGINAL CERTIFCATES","31-05-2023 13:22:36","Greece","border rejection notification","potential risk","","","Sudan","Greece,Sudan","Sudan",""
"2023.3635","other food product / mixed","food","Plastic particles in salmon burgers from The Netherlands","31-05-2023 11:19:37","Netherlands","alert notification","serious","Germany","","Germany","Netherlands","Netherlands",""
"2023.3634","meat and meat products (other than poultry)","food","Detection of a growth hormone in a sheep","31-05-2023 11:09:59","France","information notification for attention","serious","France","INFOSAN,Northern Ireland","","France,Northern Ireland","Northern Ireland","nandrolone  unauthorised substance"
"2023.3632","fish and products thereof ","food","Histamine in anchovy fillets in oil from Peru","31-05-2023 10:54:58","Belgium","alert notification","serious","Australia,Belgium,Japan,Netherlands,Spain","Belgium,INFOSAN,Netherlands","Belgium,Netherlands,Spain","Belgium,Netherlands,Peru,Spain","Peru","histamine  "
"2023.3627","herbs and spices","food","Chloorpyrifos in fennel seeds from Spain","31-05-2023 10:13:55","Netherlands","alert notification","serious","Belgium,France,Italy,Netherlands,Portugal,Spain","Spain","Belgium,France,Italy,Netherlands,Portugal,Spain","Netherlands,Spain","Spain","pesticide residues  "
"2023.3626","feed materials","feed","Salmonella spp. in soy hulls from the Netherlands","31-05-2023 09:57:56","Germany","information notification for follow-up","not serious","Germany","","Netherlands","Germany,Netherlands","Netherlands","Salmonella spp. "
"2023.3624","feed materials","feed","Mould in post-extraction sunflower meal from Ukraine","31-05-2023 09:02:18","Poland","border rejection notification","not serious","Poland","","","Poland,Ukraine","","moulds  infested with"
"2023.3622","herbs and spices","food","Chlorpyrifos and pyridate in dried hot madras spices","30-05-2023 18:01:07","Netherlands","alert notification","serious","Austria,Belgium,Germany,Netherlands,Switzerland","Netherlands,United Kingdom","","Netherlands,United Kingdom","India","chlorpyrifos  "
"2023.3621","non-alcoholic beverages","food","Organoleptic deviations (lump formation) in almond drink from Germany","30-05-2023 17:53:58","Netherlands","information notification for follow-up","no risk","Netherlands","Germany,Netherlands","Germany","Germany,Netherlands","Germany",""
"2023.3620","herbs and spices","food","Pesticides in cumin seeds","30-05-2023 17:49:21","Netherlands","alert notification","serious","Belgium,Netherlands","Netherlands,Türkiye","Belgium","Netherlands,Türkiye","Türkiye","acetamiprid  ,carbendazim  ,chlorpyrifos  ,linuron  ,thiamethoxam  ,tricyclazole  unauthorised substance"
"2023.3619","cereals and bakery products","food","Presence of metal fragment in bakery products from Spain","30-05-2023 17:38:02","Spain","alert notification","potentially serious","Portugal,Spain","Spain","Portugal","Spain","Spain",""
"2023.3618","herbs and spices","food","Pesticide residues in cumin from India","30-05-2023 17:14:11","Netherlands","alert notification","serious","Austria,Belgium,Croatia,Czech Republic,Germany,Netherlands,Sweden","INFOSAN,Netherlands","Austria,Belgium,Croatia,Czech Republic,Germany,Sweden","India,Netherlands,United Kingdom","India","acetamiprid  ,carbendazim  ,chlorpyriphos-ethyl  ,clothianidin  ,imidacloprid  ,pyraclostrobin  ,thiamethoxam  "
"2023.3616","dietetic foods, food supplements and fortified foods","food","Soya not labelled on vegan protein powder from Hungary ","30-05-2023 16:44:12","Hungary","alert notification","serious","Bulgaria,Ecuador,Estonia,France,Georgia,Germany,Greece,Ireland,Lithuania,Malta,Poland,Portugal,Romania,Slovakia,Slovenia,Sweden,Switzerland","Hungary,INFOSAN","Bulgaria,Estonia,France,Germany,Greece,Hungary,Ireland,Lithuania,Malta,Poland,Portugal,Slovakia,Slovenia,Sweden,Switzerland","Hungary,Poland","Hungary","soya  undeclared"
"2023.3613","alcoholic beverages","food","unknown composition of product","30-05-2023 15:25:44","Slovenia","information notification for follow-up","potential risk","Slovenia","Slovenia","","Croatia,Slovenia","",""
"2023.3610","feed materials","feed","Chlormequat-chloride in sunflower meal from Ukraine","30-05-2023 14:49:47","Czech Republic","information notification for attention","not serious","Czech Republic","Ukraine","","Czech Republic,Ukraine","Ukraine","chlormequat  "
"2023.3608","fruits and vegetables","food","Acetamiprid in fresh pepper from Turkey ","30-05-2023 14:45:57","Bulgaria","border rejection notification","serious","","","","Bulgaria,Germany,Türkiye","Türkiye","acetamiprid  "
"2023.3606","fruits and vegetables","food","Acephate in green beans from Kenya","30-05-2023 14:38:08","France","border rejection notification","no risk","","","Kenya","France,Kenya","Kenya","acephate  unauthorised substance"
"2023.3604","cereals and bakery products","food","Listeria monocytogenes in wheat pancakes","30-05-2023 14:19:30","France","alert notification","serious","France,Slovenia","","Slovenia","France","France","Listeria monocytogenes "
"2023.3603","food contact materials","food contact material","Migration of lead in porcelain plate from China, via the Netherlands","30-05-2023 14:18:39","Austria","alert notification","serious","Austria","Austria,INFOSAN","Netherlands","Austria,Netherlands","China","lead  migration"
"2023.3602","fruits and vegetables","food","Pesticides in yardlong beans","30-05-2023 14:13:34","Sweden","border rejection notification","serious","Sweden","INFOSAN","","India,Sweden","India","omethoate  "
"2023.3601","feed materials","feed","mould in feed material from Ukraine","30-05-2023 14:01:21","Poland","border rejection notification","not serious","Poland","INFOSAN","","Lithuania,Poland,Ukraine","Ukraine",""
"2023.3599","feed materials","feed","mould in feed material from Ukraine","30-05-2023 13:47:11","Poland","border rejection notification","not serious","Poland","INFOSAN","","Poland,Ukraine","Ukraine",""
"2023.3592","fruits and vegetables","food","New white potatoes with exceeding limit oxamyl, origin Greece////Cartofi noi albi cu depasire LMA Oxamyl, origine Grecia","30-05-2023 11:10:33","Romania","alert notification","serious","","Romania","","Greece,Romania","Greece","oxamyl  "
"2023.3591","cocoa and cocoa preparations, coffee and tea","food","Ochratoxin A in ground and roasted coffee beans from Italy with raw material from Kenya","30-05-2023 10:45:37","Italy","information notification for attention","serious","Italy,San Marino","","","Italy,Kenya","Italy,Kenya","ochratoxin A  "
"2023.3589","fruits and vegetables","food","acetamiprid in fresh pepper from Turkey ","30-05-2023 09:58:21","Bulgaria","border rejection notification","serious","","","","Bulgaria,Romania,Türkiye","Türkiye","acetamiprid  "
"2023.3578","prepared dishes and snacks","food","Various snacks and breakfast cereals with prohibited additives from the USA","29-05-2023 17:49:36","Ireland","border rejection notification","not serious","Ireland","","","Ireland,United Kingdom","United States",""
"2023.3576","feed materials","feed","post-extraction sunflower meal - presence of mold","29-05-2023 13:52:50","Poland","border rejection notification","not serious","Poland","Ukraine","","Poland,Ukraine","Ukraine","moulds  infested with"
"2023.3575","fats and oils","food","Chlorpyrifos in unrefined sunflower oil from Ukraine","29-05-2023 13:47:53","Poland","border rejection notification","potentially serious","","","","Poland,Ukraine","Ukraine","chlorpyrifos  "
"2023.3574","feed materials","feed","Mould in post-extraction sunflower meal from Ukraine","29-05-2023 13:05:24","Poland","border rejection notification","not serious","Poland","","","Lithuania,Poland,Ukraine","Ukraine","moulds  infested with"
"2023.3573","dietetic foods, food supplements and fortified foods","food","Undeclared allergen (milk protein) in various food supplements from China","29-05-2023 11:40:21","Cyprus","border rejection notification","serious","Cyprus","INFOSAN","","China,Cyprus","China","milk ingredient  undeclared"
"2023.3572","fruits and vegetables","food","Chlorpyrifos-methyl  in fresh pepper from Turkey ","29-05-2023 10:56:46","Bulgaria","border rejection notification","potentially serious","","","","Bulgaria,Germany,Türkiye","Türkiye","chlorpyrifos-methyl  unauthorised substance"
"2023.3569","food contact materials","food contact material","Migrazione di nichel da griglie origine Turchia/migration of nickel (0,3 ± 0,08  mg/Kg) from oven racks from Türkiye","29-05-2023 09:31:05","Italy","border rejection notification","not serious","","","","Italy,Türkiye","Türkiye","nickel  "
"2023.3568","nuts, nut products and seeds","food","too high content of cyanid in apricot kernels from Türkiye","29-05-2023 09:24:36","Bulgaria","border rejection notification","serious","","","","Bulgaria,Romania,Türkiye","Türkiye","cyanide  high content"
"2023.3567","food contact materials","food contact material","Migration of nickel (0.4+/-0.11 mg/kg) from oven racks from Turkey","29-05-2023 09:18:02","Italy","border rejection notification","not serious","Italy","","","Italy,Türkiye","Türkiye","nickel  "
"2023.3566","food contact materials","food contact material","Migrazione di nichel da griglie origine Turchia/migration of nickel (0,4 mg/kg+-0,11) from oven racks from Türkiye","29-05-2023 07:58:17","Italy","border rejection notification","not serious","","","","Italy,Türkiye","Türkiye","nickel  "
"2023.3565","meat and meat products (other than poultry)","food","Presece of Listeria monocytogenes above legal limits in bacon from Italy","27-05-2023 15:33:17","Italy","alert notification","serious","France,Italy,Spain","","","Italy","Italy","Listeria monocytogenes "
